6 8.9
5.75 9.5
5.5 10.1 
5.25 10.9
5 11.5
4.75 12.5
4.5 14.5
4.25 16.5
4.125 17.5 
4.125 22.
4.375 23
4.5 22.5
4.75 21.5
5 20.5
5.5 18.1
5.75 16.5
6.5 13.9
6.75 13.
7 10.5
7 9.5
6.5 8.5 
6 8.9
